,point,latitude,longitude,altitude,opening_type,building_type,3d_point,closest_detected,distance_to_ground_truth,nearest_latitude,nearest_longitude,nearest_altitude
95,POINT (90079.85589343392 471624.8706939237),52.22886990198285,4.4369643980238775,4.45,2nd floor window,k3,"[90079.85589343392, 471624.8706939237, 4.45]","[90079.85510238912, 471624.88558364514, 4.37306254860573]",0.0783690052527847,52.22887003570076,4.436964383591769,4.37306254860573
96,POINT (90080.09662320634 471620.3270666574),52.2288290976266,4.4369687923603,1.93,1st floor window,k3,"[90080.09662320634, 471620.32706665737, 1.93]","[90080.12687179721, 471619.75457576656, 1.5231650470126952]",0.7029761562619089,52.228823956323076,4.436969344824933,1.5231650470126952
97,POINT (90080.09662320634 471620.3270666574),52.2288290976266,4.4369687923603,4.45,2nd floor window,k3,"[90080.09662320634, 471620.32706665737, 4.45]","[90080.15282043099, 471619.2634668602, 4.46884030254685]",1.0652500239546838,52.22881954587744,4.436969818754398,4.46884030254685
98,POINT (90080.42086747204 471614.1699299228),52.22877380280494,4.4369747183139285,1.93,1st floor window,k3,"[90080.42086747204, 471614.1699299228, 1.93]","[90080.39188525517, 471614.7218165105, 1.5248432409578623]",0.6852523432791924,52.22877875909073,4.436974188334854,1.5248432409578623
99,POINT (90080.42086747204 471614.1699299228),52.22877380280494,4.4369747183139285,4.45,2nd floor window,k3,"[90080.42086747204, 471614.1699299228, 4.45]","[90080.39200851982, 471614.7194692694, 4.309011839841852]",0.5680704127893761,52.22877873801106,4.436974190588917,4.309011839841852
101,POINT (89931.03257695887 471564.8462112342),52.22831293062993,4.434797887363286,4.43,2nd floor window,k4,"[89931.03257695887, 471564.84621123417, 4.43]","[89931.78834393674, 471563.8879696894, 3.7218106121160304]",1.411007722198061,52.22830440829102,4.434809132116022,3.7218106121160304
102,POINT (89925.02968699054 471572.4383528163),52.22838045126265,4.434708576270023,1.885,1st floor window,k4,"[89925.02968699054, 471572.43835281633, 1.885]","[89925.37772927221, 471571.99843605363, 0.9494868905889637]",1.0908001493440154,52.22837653889446,4.434713754404389,0.9494868905889637
103,POINT (89925.02968699054 471572.4383528163),52.22838045126265,4.434708576270023,4.43,2nd floor window,k4,"[89925.02968699054, 471572.43835281633, 4.43]","[89925.38081405094, 471571.99453697226, 3.4073982034888024]",1.1687502514309196,52.22837650421825,4.434713800299379,3.4073982034888024
104,POINT (89922.97572830287 471575.0351395167),52.22840354565357,4.434678017560632,1.885,1st floor window,k4,"[89922.97572830287, 471575.0351395167, 1.885]","[89923.21282265714, 471574.7352994171, 1.1635302745249947]",0.8164780357853143,52.22840087903328,4.434681545058344,1.1635302745249947
105,POINT (89922.97572830287 471575.0351395167),52.22840354565357,4.434678017560632,4.43,2nd floor window,k4,"[89922.97572830287, 471575.0351395167, 4.43]","[89923.18676684376, 471574.7682507607, 3.6520586990669344]",0.8490933644332219,52.228401172085206,4.434681157399102,3.6520586990669344
106,POINT (89916.90685685443 471582.6410096483),52.228471181781075,4.434587737826757,1.885,1st floor window,k4,"[89916.90685685443, 471582.6410096483, 1.885]","[89916.58449266371, 471583.0436704988, 1.2217751189251305]",0.840191451340297,52.22847476236311,4.434582942630319,1.2217751189251305
107,POINT (89916.90685685443 471582.6410096483),52.228471181781075,4.434587737826757,4.43,2nd floor window,k4,"[89916.90685685443, 471582.6410096483, 4.43]","[89916.62323528211, 471582.9952776019, 3.999094211145779]",0.625800909319542,52.22847433203884,4.434583518930307,3.999094211145779
109,POINT (89912.88765864939 471583.7021199731),52.228480243335284,4.434528712945076,4.43,2nd floor window,k4,"[89912.88765864939, 471583.70211997314, 4.43]","[89916.62323528211, 471582.9952776019, 3.999094211145779]",3.8262042177112554,52.22847433203884,4.434583518930307,3.999094211145779
110,POINT (89906.8678699225 471591.2918730456),52.22854774030052,4.43443915425352,1.885,1st floor window,k4,"[89906.8678699225, 471591.2918730456, 1.885]","[89906.5084323844, 471591.74534449587, 1.419279327938608]",0.7427835784187827,52.22855177312445,4.43443380669944,1.419279327938608
111,POINT (89906.8678699225 471591.2918730456),52.22854774030052,4.43443915425352,4.43,2nd floor window,k4,"[89906.8678699225, 471591.2918730456, 4.43]","[89906.46769568216, 471591.7967385012, 3.844171642709754]",0.870760251187377,52.228552230182906,4.434433200636585,3.844171642709754
112,POINT (89904.77813810315 471593.9263464304),52.22857116907976,4.434408064503442,1.885,1st floor window,k4,"[89904.77813810315, 471593.92634643044, 1.885]","[89904.52872009668, 471594.2405114883, 1.3899113204551095]",0.6371984197532445,52.22857396297235,4.434404353864845,1.3899113204551095
113,POINT (89904.77813810315 471593.9263464304),52.22857116907976,4.434408064503442,4.43,2nd floor window,k4,"[89904.77813810315, 471593.92634643044, 4.43]","[89904.52872033528, 471594.24051119067, 3.7962962315432285]",0.7499927904047841,52.228573962969676,4.434404353868392,3.7962962315432285
118,POINT (89895.43026236253 471621.0667232397),52.22881397055969,4.434266039355562,1.885,1st floor window,k4,"[89895.43026236253, 471621.0667232397, 1.885]","[89895.42025889643, 471621.2656662123, 1.251876790222633]",0.6637193491467479,52.22881575723943,4.434265854698718,1.251876790222633
119,POINT (89895.43026236253 471621.0667232397),52.22881397055969,4.434266039355562,4.43,2nd floor window,k4,"[89895.43026236253, 471621.0667232397, 4.43]","[89895.42213686646, 471621.2283182593, 3.7777312081634156]",0.6720368671733431,52.22881542182256,4.434265889364707,3.7777312081634156
120,POINT (89895.2635596094 471624.3803200423),52.22884372951128,4.4342629624643495,1.885,1st floor window,k4,"[89895.2635596094, 471624.3803200423, 1.885]","[89895.26035422547, 471624.4439921339, 1.3659356360426935]",0.522964839795803,52.22884430134121,4.43426290330953,1.3659356360426935
121,POINT (89895.2635596094 471624.3803200423),52.22884372951128,4.4342629624643495,4.43,2nd floor window,k4,"[89895.2635596094, 471624.3803200423, 4.43]","[89895.26191033999, 471624.4130813062, 3.911158231940566]",0.5198776786750512,52.22884402373551,4.4342629320273605,3.911158231940566
123,POINT (89894.76807968985 471634.0500601581),52.22893057103608,4.434253851623321,4.43,2nd floor window,k4,"[89894.76807968985, 471634.0500601581, 4.43]","[89895.72810766465, 471626.5115444573, 6.396164998484203]",7.8496291303873456,52.22886293725446,4.434269351357014,6.396164998484203
125,POINT (89916.04253960981 471637.1382648881),52.228960835800756,4.434564612537433,4.43,2nd floor window,k5,"[89916.04253960981, 471637.1382648881, 4.43]","[89918.1081513853, 471637.2487177423, 3.987615484262751]",2.115338247132678,52.228962072243085,4.434594821831172,3.987615484262751
126,POINT (89920.25642124703 471637.3654171182),52.2289633745704,4.434626239638998,1.625,1st floor window,k5,"[89920.25642124703, 471637.3654171182, 1.625]","[89921.2856165035, 471637.4213451986, 1.417251190436928]",1.0514420545131307,52.22896399866409,4.434641291310435,1.417251190436928
130,POINT (89931.57952939204 471637.9752599116),52.228970191502924,4.4347918377696205,1.625,1st floor window,k5,"[89931.57952939204, 471637.9752599116, 1.625]","[89932.39403183495, 471638.02025596076, 1.3298166758376004]",0.8675091174211098,52.2289706919952,4.434803749485689,1.3298166758376004
132,POINT (89938.651035968 471638.3570112809),52.22897445671512,4.434895256955649,1.625,1st floor window,k5,"[89938.651035968, 471638.3570112809, 1.625]","[89940.68715017353, 471638.4642804914, 1.2751601630479048]",2.0687328616854095,52.22897566098149,4.434925035178759,1.2751601630479048
135,POINT (89942.86517667558 471638.579312959),52.228976951751925,4.434956888819608,4.43,2nd floor window,k5,"[89942.86517667558, 471638.579312959, 4.43]","[89943.84571234783, 471638.6311042889, 3.8201625883740578]",1.1558694627979713,52.2289775328859,4.4349712291550665,3.8201625883740578
137,POINT (89950.06717740191 471638.9686970326),52.228981300808975,4.435062216373348,4.43,2nd floor window,k5,"[89950.06717740191, 471638.9686970326, 4.43]","[89950.53319572334, 471638.99448156153, 6.283128968942436]",1.9110010186741067,52.22898158751009,4.435069031668466,6.283128968942436
139,POINT (89954.29103772968 471639.1964436839),52.228983845838194,4.435123989458738,4.43,2nd floor window,k5,"[89954.29103772968, 471639.1964436839, 4.43]","[89954.90321143174, 471639.2285883437, 3.842890972622884]",0.8488150155810641,52.22898420693515,4.4351329425392,3.842890972622884
140,POINT (89961.68723142835 471639.5884901197),52.22898824157925,4.435232158578911,1.625,1st floor window,k5,"[89961.68723142835, 471639.58849011967, 1.625]","[89963.33426496571, 471639.67659318616, 1.358569241807225]",1.670768377850014,52.22898922762412,4.435256246246438,1.358569241807225
141,POINT (89961.67724570456 471639.5879559619),52.22898823560101,4.435232012538905,4.43,2nd floor window,k5,"[89961.67724570456, 471639.5879559619, 4.43]","[89963.34458208375, 471639.6771450698, 3.870793029458297]",1.7608741392432241,52.22898923380077,4.435256397133053,3.870793029458297
142,POINT (90011.16275564177 471642.1907008455),52.229017461001135,4.435955741162844,1.625,1st floor window,k5,"[90011.16275564177, 471642.1907008455, 1.625]","[90011.61008608324, 471642.2146951753, 1.396815720871339]",0.5027408049588726,52.22901772935984,4.435962283312959,1.396815720871339
143,POINT (90011.17274128726 471642.1912364669),52.229017466991635,4.435955887201622,4.43,2nd floor window,k5,"[90011.17274128726, 471642.19123646687, 4.43]","[90011.69503167088, 471642.2192515693, 3.5236023898332576]",1.0464839790977365,52.22901778031968,4.4359635256312515,3.5236023898332576
144,POINT (90018.69855098752 471642.5850091126),52.229021892760194,4.436065953111261,1.625,1st floor window,k5,"[90018.69855098752, 471642.5850091126, 1.625]","[90019.8219895958, 471642.6420629584, 1.5694998620137424]",1.1262547283845448,52.22902253789449,4.436082383875184,1.5694998620137424
145,POINT (90018.6885638582 471642.584501914),52.22902188702509,4.436065807045281,4.43,2nd floor window,k5,"[90018.6885638582, 471642.58450191404, 4.43]","[90019.86079346045, 471642.6440336194, 3.6637666309428574]",1.4017060462828448,52.22902256017759,4.4360829513980935,3.6637666309428574
